Unnamed: 0,label,text
173,Chicken pox,swollen lymph node red spot body causing discomfort also mild fever feel tired time
174,Chicken pox,ive suffering severe itching body driving insane also red irritating rash
175,Chicken pox,seen rash skin difficult scratch also ive high fever several day im sure whats causing
176,Chicken pox,little red spot body dont understand worry lost appetite every night exhausted severe headache
177,Chicken pox,im feeling really sick lost appetite ive seen little red patch arm neck face itch touch
178,Chicken pox,red spot arm leg itching make difficult sleep night also severe headache mild fever
179,Chicken pox,enlarged lymph node giving great deal pain rash body sleep night
180,Chicken pox,skin rash giving lot pain discomfort red swollen spreading throughout body
181,Chicken pox,high fever mild headache im tired time completely lost appetite
182,Chicken pox,arm face small lymph node starting swell day made really miserable constant itching pain
183,Chicken pox,arm neck large lymph node itch touch itching made day extremely uncomfortable
184,Chicken pox,skin rash causing great deal pain also small red spot developing near neck since yesterday severe fever headache fatigue
185,Chicken pox,starting develop tiny red spot face neck area itch touch itching making day uncomfortable
186,Chicken pox,lost appetite completely cant seem eat anything feel like vomiting feel exhausted noticed rash skin really concerning
187,Chicken pox,high fever severe headache cant seem eat anything feel like vomiting also red spot developing arm really worried
188,Chicken pox,im worried red spot skin spreading rapidly causing lot problem also developed mild fever headache every night
189,Chicken pox,im feeling really nauseous uneasy im sure might ive seen rash arm leg lost appetite feel exhausted every day
190,Chicken pox,swollen red lymph node arm leg itch touch im also suffering terrible headache mild fever dont feel like eating anything lost appetite
191,Chicken pox,im really exhausted lacking energy hardly keep eye open day mild fever dont feel like eating anything think lost appetite
192,Chicken pox,exhausted lost appetite feel vomiting cant eat anything addition little red spot beginning appear skin near neck really worried health
193,Chicken pox,small red spot body spot itchy uncomfortable also mild fever headache
194,Chicken pox,ive suffering severe itching body along fever headache red spot starting swell getting really uncomfortable every day
195,Chicken pox,feel tired every day red spot arm back itch touch really worried sure
196,Chicken pox,high fever swollen lymph node headache causing lot trouble dont feel like eating anything feel weak fatigued hard concentrate daily life
197,Chicken pox,high fever red spot rash body feel exhausted completely lost appetite made weak lethargic really worried
198,Chicken pox,seen rash arm neck itch scratch ive also high fever day idea causing itching causing lot discomfort
199,Chicken pox,red swollen spot body itch touch moreover also high fever headache always feel exhausted
200,Impetigo,developed skin rash face neck rash made red sore blistering worried health
201,Impetigo,developed skin rash made blistering sore blistering sore raised fluidfilled lesion painful touch also suffering high fever
202,Impetigo,high fever red sore developing near nose sore painful yellow rustcolored ooze coming
203,Impetigo,rash around nose large red sore noticed rash spreading part body also high fever every night
204,Impetigo,suffering high fever last couple day sore developing near nose sore painful feeling uncomfortable day
205,Impetigo,skin developed rash mainly near nose rash spreading part body really worried
206,Impetigo,experiencing extreme fatigue high fever rash near nose mouth rash itchy make difficult sleep
207,Impetigo,suffering extreme fever weakness developed sore face sore itchy uncomfortable often yellow colored ooze come sore
208,Impetigo,noticed sore taking longer heal prone infection sore face swollen tender touch uncomfortable handle
209,Impetigo,red sore face near nose noticed rash spreading quickly neck chest
210,Impetigo,sore around nose become crusted difficult touch yellowrust coloured ooze used come sore taking much time handle
211,Impetigo,developed minor rash near nose day ago rash accompanied burning sensation redness skin feel kind infection
212,Impetigo,initially developed small red sore near nose neck high fever sore become painful inflamed past day
213,Impetigo,noticed skin rash face made blistering sore today observed yellow colored fluid coming sore sure
214,Impetigo,sore face beginning weep clear fluid also every night get high fever chill sleep night
215,Impetigo,initially rash face near nose rash spreading arm leg
216,Impetigo,high fever every night developed sore face particularly near nose noticed sore taking longer heal prone infection
217,Impetigo,sore around nose surrounded red inflamed skin rash caused skin become dry flaky visible yellow colored fluid coming sore
218,Impetigo,also experiencing flulike symptom fever body pain noticed red rash blistering sore near nose lip itchy uncomfortable
219,Impetigo,suffering mild fever headache small sore near nose rash neck going tough time right
220,Impetigo,rash particularly bad around nose large red sore painful yellow rustcolored ooze coming
221,Impetigo,sore face mostly near nose lip sore causing discomfort pain discharge yellow rustcolored fluid
222,Impetigo,developing sore face nose area sure causing sore face swollen tender touch burning sensation redness skin
223,Impetigo,rash face become painful inflamed past day sore beginning weep clear fluid getting extremely painful day
224,Impetigo,rash face starting small sore around nose often yellow fluid come sore sore becoming extremely painful
225,Impetigo,feeling really sick high fever headache noticed rash arm face extremely worried today observed red sore near nose
226,Impetigo,ive suffering high fever past day sore forming around nose rash different part body sore severe im feeling really uneasy day
227,Impetigo,high fever really weak face gotten sore blister itchy painful yellow ooze frequently leak wound
228,Impetigo,experiencing skin rash burning sore blistering sore fluidfilled elevated red colored lesion unpleasant touch also high fever
229,Impetigo,believe skin disease rash face small sore near nose sore become red painful kind yellow ooze discharge
230,Impetigo,noticed sore face healing slowly likely become infected cheek sore large painful touch extremely difficult handle cant seem get rid sore
231,Impetigo,high fever ive skin rash face neck arm rash made burning red lesion im concerned health
232,Impetigo,ive acquired skin rash blistering sore blistering sore fluidfilled elevated lesion unpleasant touch im also running high fever
233,Impetigo,im running high temperature near nose red sore forming lesion painful yellow rustcolored fluid oozing
234,Impetigo,rash around nose well huge red sore rash spreading place body ive seen addition high temperature every night
235,Impetigo,cheek nose covered red sore ive observed rash neck chest spreading faster also developing mild fever
236,Impetigo,nasal sore crusted become difficult touch wound used leak yellowrust coloured fluid taking lot longer deal using medication
237,Impetigo,day ago experienced tiny rash around nose rash accompanied burning feeling skin redness discharge fluid believe sort infection
238,Impetigo,small red sore appeared near nose neck first high temperature sore gotten painful inflamed recent day
239,Impetigo,rash developed around nose lip huge red lesion painful emit yellow rustcolored fluid
240,Impetigo,face covered sore near nose lip lesion causing discomfort suffering yellow rustcolored fluid oozing
241,Impetigo,ive started getting sore face nose idea causing cheek sore large irritating touch burning feeling skin redness
242,Impetigo,last two day rash face gotten severe inflamed blister begun bleed clear pu really painful deal
243,Impetigo,feel skin condition face rash little blister around nose wound turned red painful yellow liquid oozing
244,Impetigo,ive observed lesion face healing slower prone infection lesion cheek huge unpleasant touch incredibly difficult treat cant seem get sore go away
245,Impetigo,im running high temperature ive developed rash face neck arm rash consists painful red lesion health concern
246,Impetigo,last week rash face gotten severe painful sore begun discharge yellow colored fluid becoming increasingly painful day
247,Impetigo,ive rash face im developing little sore around nose yellow ooze frequently oozing lesion become even painful
248,Impetigo,im feeling quite ill high fever headache rash appeared arm face im quite concerned saw red sore around nose lip today
249,Impetigo,rash face healing tried medication helping much recently noticed small sore near nose painful difficult handle
250,Dengue,facing severe joint pain vomitting developed skin rash cover entire body accompanied intense itching
251,Dengue,experiencing chill shivering despite warm environment back pain time red spot arm
252,Dengue,experiencing severe joint pain make difficult move perform daily activity also lost apetite feel weak
253,Dengue,vomiting frequently lost appetite result joint back pain time
254,Dengue,high fever accompanied severe headache body pain experince chill every night distinct pain behind eye
255,Dengue,feeling extremely tired fatigued energy anything developed rash neck itch upon touching
256,Dengue,experiencing severe headache accompanied pain behind eye lost apetite experience chill every night
257,Dengue,feeling nauseous constant urge vomit strong pain behind eye small red spot arm
258,Dengue,developed red spot body itchy inflamed also experiencing high fever along chill shivering
259,Dengue,experiencing muscle pain make difficult move around lost apetite feel vomiting leg back pain lot
260,Dengue,experiencing back pain worse sit stand long time also rash body pain behind eye
261,Dengue,skin rash developed accompanied redness swelling dont feel well severe fever accompanied body pain
262,Dengue,chill shivering experiencing accompanied feeling coldness high fever also developed rash arm red spot neck
263,Dengue,joint pain experiencing severe feel like constant ache head ache time starting develope mild fever accompanied chill
264,Dengue,vomiting experiencing accompanied stomach cramp dizziness lost apetite feel weak result pain behind eye
265,Dengue,high fever experiencing accompanied sweating weakness muscle pain result work day
266,Dengue,fatigue feeling extreme make difficult perform even basic task feel vomitting developed rash arm neck leg
267,Dengue,headache experiencing severe accompanied feeling pressure head mild fever along headache small red spot back
268,Dengue,nausea feeling accompanied loss appetite feeling unease distinct pain back muscle pain
269,Dengue,muscle pain experiencing severe feel like constant ache red spot body itching causing lot discomfort
270,Dengue,developed skin rash cover entire body accompanied intense itching body pain mild fever acompanied headache chill
271,Dengue,im experiencing extreme body pain headache vomiting ive developed red spot cover entire body cause severe itching
272,Dengue,back hurt time arm neck rash back eye pain lot also fever making worried health
273,Dengue,ive suffering significant joint pain make difficult walk carry everyday task ive also lost appetite make feel weak feel like vomitting
274,Dengue,constant behind eye developed red spot neck face rash arm arm leg pain lot spot itchy uncomfortable worrying
275,Dengue,ive feeling sick feel strong need vomit sharp ache behind eye swollen red dot back
276,Dengue,shiver shivering accompanied sensation coldness high fever rash arm red patch neck also appeared
277,Dengue,suffering severe joint ache feel vomiting time developing moderate fever chill fever doesnt seem come even medication
278,Dengue,vomiting ive followed stomach pain dizziness ive lost appetite result feel weak arm back neck pain time
279,Dengue,developed red spot arm leg itchy inflamed feeling nauseaus constant urge vomit accomapanied mild fever
280,Dengue,developed skin rash cover entire body rash red swollen worse certain area arm leg also lost appetite
281,Dengue,experiencing chill shivering strong pain back also behind eye also noticed small red spot back neck
282,Dengue,experiencing severe joint pain making day difficult feel like vomiting time mild headache
283,Dengue,vomiting frequently lost appetite result rash skin eye pain sleep properly
284,Dengue,high fever along severe headache fever accompanied extreme body pain chill worried health dont know
285,Dengue,feeling extremely tired fatigued energy anything fatigue severe struggle get bed noticed small red spot arm leg
286,Dengue,experiencing severe headache accompanied pain behind eye feel tired fatigued work day worried health
287,Dengue,feeling nauseous constant urge vomit accompanied mild fever headache
288,Dengue,developed rash body itchy lost appetite feel tired day feel something wrong body
289,Dengue,experiencing muscle pain headache muscle pain feel like constant ache worse try use affected muscle small red spot developing face neck arm
290,Dengue,back hurt rash arm armpit back eyeball hurt lot also mild fever making u concerned health
291,Dengue,experiencing high fever chill every night really concerning moreover dont feel like eating anything back arm leg pain lot strange pain behing eye cant physical activity
292,Dengue,result regular vomiting ive lost appetite muscle joint back constantly hurt starting fever really worried sure
293,Dengue,experiencing severe fever accompanied pain behind eye headache feel tired exhasuted work
294,Dengue,whole body paining lot dont feel like eating anything mild fever get chill every night also red spot developing back neck
295,Dengue,joint back pain everyday feel like vomitting made weak body pain able focus work dont feel like anything
296,Dengue,body pain feeling extreme lost appetite developed rash arm face back eye pain lot
297,Dengue,developed rash body also experiencing high fever along chill headache joint back hurt strange pain back eye
298,Dengue,feeling nauseous constant urge vomit get high fever chill every night feel terrible also feel lost appetite
299,Dengue,rash skin itch touch dont feel good joint pain whole day night mild fever get chill cant sleep
0,Fungal infection,raised lump rash look red inflamed discoloured area skin different colour rest skin itching skin
1,Fungal infection,body severe itching followed red bumpy rash skin also darkened spot tiny nodular breakout happening several day becoming worse
2,Fungal infection,ive rash skin look like dischromic patch also lot nodular eruption really bad itching previous week become worse
3,Fungal infection,ive rash wont go away bothersome itching skin addition ive seen colordifferent area bump resemble knot lump skin
4,Fungal infection,rash body cant stop scratching skin itchy skin also spot hue altered lump knotlike pimple
5,Fungal infection,recently skin quite itchy rash body skin also spot hue altered lump knotlike pimple
6,Fungal infection,skin itching lot developing rash additionally area skin different hue rest additionally firm pimple breakout skin
7,Fungal infection,body itching like crazy red area additionally patch different tone natural skin skin lump pimple developed
8,Fungal infection,skin acting recently becoming extremely itchy rashesprone additionally certain spot deviate natural skin tone term hue skin lump bump werent
9,Fungal infection,arm leg lot red pimple itchy skin skin also oddlooking lesion occasionally bump somewhat uncomfortable
10,Fungal infection,itchy skin lot red bump arm leg weird looking spot skin sometimes bump feel kind hard
11,Fungal infection,doctor really itchy rash skin weird spot different color also bump skin look like little knot
12,Fungal infection,doctor skin covered uncomfortable rash along odd patch different hue skin also pimple resemble little knot
13,Fungal infection,lot itchy spot skin sometimes turn red bumpy also weird patch different color rest skin sometimes get weird bump look like little ball
14,Fungal infection,skin frequently develops itchy bump occasionally turn red rough aside skin occasionally develops strange pimple resemble small ball odd spot different hue rest skin
15,Fungal infection,doctor red rash keep popping skin continuously itching addition ive observed odd colordifferent spot skin well little nodule skin appear expanding
16,Fungal infection,experiencing really intense itching body along redness bump skin also weird patch different color rest skin sometimes get nodule look like small bump
17,Fungal infection,body ive scratching much skin become red developed pimple additionally occasionally get nodule resemble little pimple well strange patch different hue rest skin
18,Fungal infection,ive experiencing lot itching accompanied rash appears growing worse time also certain area skin different colour rest ive spotted several lump resemble little node
19,Fungal infection,ive lot problem itching accompanied rash seems getting worse time also patch skin different color rest ive noticed bump look like little node
20,Fungal infection,doctor skin covered uncomfortable rash odd patch skin different colour pimple skin resemble little knot
21,Fungal infection,ive itching lot accompanied rash look getting worse time also patch skin different colour rest skin well lump resemble little node
22,Fungal infection,skin acting lately becoming exceedingly itchy prone rash furthermore several patch differ normal skin tone term colour lump bump skin werent
23,Fungal infection,rash appears developing throughout skin accompanying recent bout intense itching discomfort skin also dischromic spot little lump seem appearing everywhere
24,Fungal infection,skin always itch occasionally becomes quite rough red addition occasionally get little pimple resemble tiny ball certain spot different colour rest skin severely irritates itch
25,Fungal infection,lot itching skin sometimes get really red bumpy also patch different color rest skin sometimes get little bump look like little ball really annoying itchy
26,Fungal infection,pretty irritating itch body skin also red bumpy area ive also pimple resemble small ball spot different colour rest skin
27,Fungal infection,ive pretty uncomfortable itch body well red bumpy area skin also certain patch skin different hue rest ive pimple resemble little ball
28,Fungal infection,ive really annoying itch body red bumpy spot skin also area different color rest skin ive bump look like little ball
29,Fungal infection,ive pretty uncomfortable itch body well red bumpy area skin also certain patch epidermis distinct shade rest ive pimple resemble little ball
30,Fungal infection,ive really itchy lately rashy spot skin also area look different shade rest skin ive bump kind hard
31,Fungal infection,ive quite itchy recently rashy patch skin also certain region darker colour rest skin ive got firm lump
